Length,Diameter,Height,ShuckedWeight,VisceraWeight,ShellWeight,WholeWeight,NumRings,Sex
0.61,0.47,0.16,0.426,0.2255,0.32,1.017,12,F
0.545,0.405,0.175,0.2585,0.207,0.38,0.98,18,F
0.325,0.245,0.075,0.0605,0.033,0.045,0.1495,5,I
0.31,0.235,0.075,0.056,0.0315,0.05,0.1515,7,I
0.45,0.335,0.14,0.1865,0.115,0.16,0.478,11,M
0.49,0.38,0.155,0.2395,0.1255,0.18,0.578,9,F
0.505,0.405,0.16,0.271,0.145,0.215,0.6835,10,F
0.385,0.3,0.1,0.1115,0.057,0.08,0.2725,6,F
0.62,0.485,0.22,0.5095,0.284,0.51,1.511,17,F
0.635,0.505,0.185,0.501,0.295,0.41,1.3035,17,F
0.665,0.53,0.185,0.456,0.3205,0.49,1.3955,15,F
0.335,0.265,0.095,0.0795,0.0375,0.07,0.1975,9,M
0.295,0.215,0.075,0.037,0.0295,0.04,0.116,8,I
0.48,0.38,0.125,0.2105,0.1045,0.175,0.523,15,I
0.32,0.25,0.08,0.057,0.034,0.06,0.1565,9,I
0.43,0.34,0.125,0.1375,0.061,0.146,0.384,14,I
0.565,0.45,0.14,0.3785,0.244,0.265,1.0055,12,M
0.6,0.48,0.165,0.4535,0.27,0.335,1.1345,10,F
0.585,0.46,0.17,0.3745,0.326,0.325,1.0835,14,F
0.555,0.42,0.14,0.33,0.243,0.21,0.868,13,F
0.57,0.495,0.16,0.452,0.275,0.315,1.0915,14,F
0.62,0.485,0.175,0.531,0.3075,0.37,1.271,11,F
0.63,0.51,0.19,0.4125,0.3075,0.545,1.4985,16,M
0.425,0.34,0.12,0.149,0.087,0.125,0.388,10,M
0.64,0.505,0.19,0.4435,0.3105,0.365,1.2355,14,F
0.675,0.525,0.175,0.483,0.3205,0.465,1.402,16,M
0.5,0.4,0.145,0.216,0.138,0.21,0.6025,11,M
0.385,0.305,0.09,0.109,0.0515,0.1,0.2775,9,M
0.52,0.435,0.195,0.2985,0.2135,0.355,0.973,18,M
0.52,0.415,0.175,0.258,0.171,0.255,0.753,8,M
0.64,0.525,0.2,0.44,0.3075,0.47,1.3765,16,M
0.44,0.35,0.12,0.1425,0.0965,0.115,0.375,9,I
0.42,0.32,0.13,0.1645,0.106,0.119,0.4135,10,F
0.45,0.35,0.135,0.231,0.137,0.145,0.56,13,F
0.42,0.325,0.125,0.1575,0.1025,0.115,0.3915,9,I
0.64,0.505,0.19,0.4835,0.328,0.4,1.2765,12,F
0.57,0.455,0.15,0.387,0.2385,0.275,0.96,11,M
0.41,0.325,0.12,0.158,0.081,0.125,0.3745,12,M
0.485,0.41,0.15,0.2405,0.1625,0.265,0.696,13,M
0.61,0.48,0.19,0.5215,0.3225,0.365,1.2955,12,F
0.59,0.485,0.205,0.4525,0.238,0.42,1.2315,13,F
0.665,0.535,0.155,0.596,0.2565,0.485,1.383,14,M
0.345,0.285,0.1,0.0865,0.058,0.075,0.2225,8,I
0.635,0.51,0.155,0.428,0.289,0.315,1.156,18,M
0.695,0.53,0.15,0.6375,0.3025,0.43,1.477,14,M
0.69,0.54,0.185,0.6935,0.318,0.47,1.5715,15,F
0.555,0.435,0.135,0.377,0.1585,0.29,0.858,15,M
0.65,0.525,0.19,0.6265,0.4005,0.395,1.4995,14,M
0.635,0.48,0.19,0.5825,0.303,0.42,1.467,15,M
0.655,0.51,0.16,0.396,0.2825,0.37,1.092,14,F
0.69,0.555,0.205,0.7785,0.4395,0.515,1.8165,19,F
0.695,0.55,0.16,0.694,0.3005,0.44,1.6365,13,F
0.55,0.435,0.16,0.342,0.219,0.295,0.906,13,M
0.61,0.495,0.19,0.464,0.306,0.365,1.213,15,F
0.595,0.5,0.165,0.402,0.28,0.275,1.06,11,M
0.3,0.24,0.09,0.0725,0.039,0.05,0.161,6,M
0.435,0.35,0.125,0.197,0.1145,0.145,0.459,9,F
0.455,0.375,0.125,0.233,0.106,0.185,0.533,8,I
0.48,0.38,0.13,0.3,0.142,0.175,0.6175,12,M
0.43,0.35,0.105,0.1705,0.0855,0.11,0.366,6,I
0.435,0.35,0.105,0.194,0.1005,0.13,0.4195,7,F
0.3,0.23,0.075,0.0605,0.042,0.045,0.15,5,I
0.575,0.48,0.15,0.375,0.193,0.29,0.8745,12,F
0.505,0.385,0.11,0.3185,0.15,0.185,0.655,9,M
0.455,0.375,0.125,0.2155,0.102,0.165,0.484,7,M
0.64,0.505,0.165,0.6145,0.3035,0.39,1.4435,18,M
0.56,0.435,0.125,0.3345,0.2145,0.29,0.8775,13,F
0.645,0.52,0.19,0.58,0.288,0.37,1.3105,12,F
0.595,0.485,0.145,0.5035,0.2925,0.33,1.2515,14,F
0.565,0.45,0.115,0.398,0.197,0.29,0.9085,17,M
0.655,0.5,0.14,0.5405,0.3175,0.285,1.1705,12,F
0.48,0.38,0.135,0.2,0.1395,0.16,0.528,14,M
0.495,0.385,0.135,0.3005,0.1635,0.185,0.6625,11,F
0.4,0.335,0.115,0.2105,0.1205,0.12,0.4335,10,F
0.41,0.31,0.125,0.1415,0.0885,0.115,0.3595,11,M
0.595,0.465,0.145,0.402,0.2415,0.31,1.107,12,F
0.625,0.475,0.13,0.3195,0.1775,0.24,0.8595,13,F
0.52,0.425,0.155,0.297,0.123,0.255,0.7735,17,M
0.465,0.36,0.125,0.169,0.1075,0.145,0.4365,11,M
0.475,0.375,0.14,0.192,0.1175,0.175,0.501,13,F
0.5,0.405,0.14,0.265,0.124,0.25,0.6735,18,F
0.46,0.355,0.11,0.215,0.082,0.13,0.415,12,M
0.485,0.385,0.125,0.2,0.0785,0.17,0.4775,12,M
0.465,0.39,0.14,0.213,0.1075,0.215,0.5555,15,F
0.525,0.415,0.16,0.26,0.1575,0.22,0.6445,12,M
0.655,0.53,0.19,0.493,0.318,0.565,1.428,18,F
0.69,0.54,0.185,0.533,0.353,0.555,1.6195,24,M
0.55,0.45,0.17,0.317,0.157,0.22,0.81,11,M
0.58,0.475,0.165,0.414,0.26,0.305,1.0385,13,F
0.59,0.475,0.155,0.371,0.235,0.28,0.9715,11,F
0.565,0.44,0.155,0.348,0.217,0.26,0.868,11,M
0.665,0.57,0.185,0.6965,0.3025,0.405,1.522,13,F
0.62,0.51,0.175,0.4985,0.227,0.315,1.1255,14,F
0.55,0.46,0.13,0.305,0.1455,0.205,0.7085,12,M
0.605,0.475,0.145,0.4695,0.225,0.27,1.0185,15,F
0.535,0.42,0.16,0.275,0.164,0.225,0.72,15,M
0.51,0.395,0.12,0.262,0.122,0.193,0.6175,12,F
0.53,0.405,0.13,0.2845,0.17,0.193,0.738,9,M
0.495,0.375,0.15,0.2615,0.135,0.178,0.597,11,F
0.575,0.455,0.185,0.5525,0.243,0.295,1.156,13,M
0.63,0.5,0.16,0.4905,0.3,0.345,1.22,14,F
0.59,0.45,0.12,0.3345,0.1315,0.22,0.7485,14,M
0.605,0.485,0.165,0.437,0.205,0.33,1.0735,14,F
0.645,0.5,0.19,0.524,0.278,0.395,1.229,17,M
0.62,0.5,0.175,0.477,0.23,0.39,1.146,13,F
0.605,0.485,0.175,0.4325,0.27,0.405,1.145,16,M
0.615,0.5,0.205,0.4445,0.227,0.39,1.1055,16,F
0.66,0.525,0.19,0.6525,0.4875,0.49,1.67,11,F
0.71,0.575,0.175,0.6465,0.3705,0.52,1.555,15,F
0.565,0.45,0.185,0.302,0.1805,0.265,0.9285,12,F
0.57,0.435,0.14,0.3235,0.183,0.22,0.8085,16,F
0.6,0.445,0.175,0.383,0.216,0.355,1.057,16,I
0.41,0.3,0.115,0.097,0.0515,0.08,0.2595,10,I
0.45,0.325,0.135,0.1805,0.1165,0.11,0.438,9,F
0.275,0.2,0.08,0.037,0.024,0.03,0.099,5,M
0.485,0.355,0.12,0.21,0.122,0.135,0.5085,9,I
0.62,0.485,0.165,0.483,0.238,0.355,1.166,13,F
0.48,0.38,0.135,0.1915,0.1365,0.155,0.507,12,F
0.505,0.41,0.15,0.243,0.1335,0.215,0.6345,17,F
0.4,0.31,0.11,0.138,0.057,0.1,0.314,11,M
0.45,0.355,0.115,0.184,0.108,0.1125,0.4385,11,I
0.35,0.26,0.09,0.0745,0.041,0.0655,0.195,9,M
0.44,0.35,0.14,0.171,0.0705,0.184,0.451,16,M
0.265,0.2,0.065,0.034,0.0105,0.03,0.084,7,M
0.165,0.125,0.04,0.0095,0.0045,0.008,0.0245,4,M
0.705,0.555,0.2,0.4715,0.3235,0.52,1.4685,19,F
0.535,0.425,0.155,0.302,0.1565,0.25,0.7765,16,F
0.49,0.385,0.14,0.198,0.127,0.175,0.5425,11,I
0.48,0.37,0.13,0.2475,0.1505,0.1595,0.5885,15,F
0.395,0.3,0.105,0.1435,0.0755,0.098,0.3375,12,F
0.375,0.28,0.1,0.1165,0.0585,0.0725,0.2565,12,I
0.345,0.265,0.09,0.0615,0.037,0.0485,0.163,10,M
0.55,0.415,0.135,0.2985,0.2015,0.28,0.8095,12,I
0.635,0.48,0.2,0.6255,0.2595,0.425,1.3655,16,I
0.575,0.475,0.17,0.3775,0.284,0.275,0.967,13,I
0.545,0.435,0.15,0.2905,0.145,0.225,0.6855,10,F
0.385,0.305,0.125,0.146,0.0555,0.08,0.314,10,F
0.51,0.34,0.18,0.312,0.165,0.2,0.7005,11,F
0.44,0.34,0.125,0.1735,0.0875,0.2,0.4895,13,I
0.45,0.36,0.125,0.191,0.0865,0.145,0.45,12,I
0.39,0.3,0.105,0.0955,0.038,0.085,0.259,8,I
0.425,0.325,0.135,0.1465,0.079,0.14,0.382,12,F
0.45,0.35,0.125,0.185,0.09,0.145,0.4435,11,F
0.66,0.525,0.18,0.6025,0.4005,0.42,1.6935,15,I
0.685,0.525,0.175,0.5415,0.309,0.58,1.71,16,F
0.585,0.475,0.185,0.3465,0.1785,0.275,0.8575,12,F
0.54,0.435,0.145,0.4285,0.22,0.264,0.97,17,I
0.49,0.39,0.135,0.215,0.125,0.1845,0.59,12,F
0.43,0.33,0.095,0.1315,0.085,0.112,0.34,14,M
0.455,0.365,0.11,0.166,0.046,0.1345,0.385,13,F
0.495,0.38,0.145,0.175,0.098,0.212,0.515,13,I
0.48,0.38,0.145,0.232,0.141,0.23,0.59,12,F
0.47,0.4,0.16,0.1615,0.073,0.198,0.51,14,I
0.415,0.32,0.1,0.1215,0.0575,0.104,0.3005,11,M
0.49,0.385,0.115,0.3265,0.1615,0.165,0.683,13,I
0.47,0.375,0.105,0.1665,0.108,0.17,0.468,10,I
0.445,0.345,0.13,0.1365,0.0645,0.18,0.4075,11,I
0.51,0.38,0.13,0.224,0.1355,0.185,0.584,13,F
0.52,0.405,0.145,0.3535,0.1685,0.205,0.829,15,F
0.475,0.365,0.14,0.171,0.118,0.158,0.4545,8,I
0.455,0.36,0.11,0.206,0.098,0.125,0.4385,10,F
0.435,0.34,0.11,0.1685,0.073,0.13,0.407,10,I
0.39,0.3,0.1,0.1385,0.0735,0.085,0.3085,6,I
0.375,0.285,0.1,0.105,0.0555,0.07,0.239,8,I
0.285,0.215,0.075,0.0415,0.023,0.035,0.106,5,M
0.58,0.445,0.17,0.3935,0.2165,0.315,1.178,20,I
0.58,0.44,0.175,0.4005,0.2345,0.335,1.073,19,F
0.41,0.315,0.095,0.121,0.0735,0.09,0.306,9,M
0.41,0.3,0.1,0.124,0.069,0.09,0.301,9,M
0.54,0.405,0.15,0.307,0.2075,0.19,0.7585,10,I
0.33,0.245,0.085,0.0655,0.0365,0.055,0.171,11,M
0.44,0.31,0.115,0.134,0.082,0.12,0.3625,11,I
0.28,0.21,0.065,0.035,0.02,0.03,0.0905,5,M
0.59,0.465,0.195,0.3685,0.187,0.375,1.0885,17,I
0.61,0.48,0.165,0.4215,0.264,0.335,1.097,13,I
0.61,0.46,0.17,0.41,0.257,0.37,1.278,17,I
0.455,0.345,0.125,0.169,0.1065,0.135,0.44,12,M
0.33,0.235,0.09,0.0615,0.034,0.055,0.163,10,M
0.44,0.33,0.135,0.17,0.0905,0.195,0.522,16,I
0.54,0.405,0.155,0.3225,0.194,0.29,0.9715,19,M
0.475,0.375,0.125,0.237,0.1715,0.155,0.588,10,F
0.46,0.33,0.15,0.2085,0.1805,0.125,0.5325,10,F
0.31,0.235,0.09,0.048,0.031,0.04,0.127,6,I
0.255,0.19,0.07,0.028,0.016,0.031,0.0815,5,I
0.335,0.255,0.075,0.0615,0.0345,0.057,0.1635,8,M
0.295,0.21,0.08,0.038,0.026,0.031,0.1,8,I
0.19,0.13,0.045,0.009,0.005,0.009,0.0265,5,I
0.545,0.435,0.165,0.3245,0.2665,0.325,0.9955,19,M
0.495,0.4,0.12,0.2605,0.161,0.19,0.6605,15,M
0.5,0.375,0.13,0.3055,0.1725,0.22,0.721,14,M
0.305,0.225,0.07,0.0585,0.0335,0.045,0.1485,7,F
0.475,0.35,0.115,0.194,0.1455,0.125,0.487,13,F
0.515,0.4,0.125,0.341,0.2535,0.26,0.955,13,M
0.545,0.41,0.145,0.3035,0.196,0.31,0.873,18,M
0.74,0.535,0.185,0.734,0.4505,0.335,1.65,13,M
0.565,0.465,0.15,0.377,0.3525,0.33,1.1285,16,M
0.56,0.44,0.16,0.5035,0.2785,0.26,1.1115,10,M
0.545,0.42,0.125,0.353,0.174,0.305,0.9745,13,M
0.645,0.515,0.185,0.5835,0.3155,0.41,1.4605,19,M
0.575,0.435,0.13,0.368,0.222,0.32,1.0105,10,M
0.62,0.48,0.16,0.412,0.253,0.3,1.0765,13,M
0.605,0.45,0.165,0.357,0.202,0.385,1.2225,13,F
0.605,0.475,0.16,0.5495,0.332,0.34,1.616,18,M
0.475,0.375,0.15,0.1955,0.1215,0.1945,0.559,12,F
0.365,0.285,0.085,0.0855,0.0515,0.07,0.2205,9,M
0.46,0.35,0.115,0.19,0.1025,0.13,0.44,8,F
0.53,0.43,0.135,0.28,0.2165,0.25,0.879,10,M
0.48,0.395,0.15,0.2145,0.1405,0.2495,0.6815,18,M
0.455,0.345,0.15,0.1685,0.125,0.215,0.5795,13,M
0.35,0.265,0.11,0.066,0.059,0.075,0.209,9,I
0.37,0.28,0.105,0.0815,0.0575,0.075,0.224,8,M
0.34,0.25,0.075,0.0785,0.0405,0.05,0.1765,7,I
0.35,0.28,0.075,0.082,0.04,0.064,0.196,8,I
0.35,0.265,0.08,0.081,0.0465,0.053,0.192,6,I
0.39,0.315,0.09,0.147,0.05,0.09,0.3095,7,I
0.395,0.31,0.095,0.131,0.072,0.093,0.313,7,I
0.415,0.31,0.105,0.167,0.083,0.0915,0.3595,6,I
0.43,0.32,0.1,0.192,0.0745,0.1,0.3855,7,I
0.48,0.355,0.115,0.25,0.106,0.184,0.5785,8,I
0.49,0.395,0.12,0.3325,0.1235,0.185,0.674,9,M
0.49,0.37,0.105,0.249,0.1005,0.148,0.5265,7,F
0.56,0.465,0.16,0.432,0.2025,0.337,1.0315,9,F
0.56,0.45,0.14,0.472,0.182,0.218,0.9,7,M
0.58,0.46,0.15,0.491,0.221,0.265,1.0165,9,M
0.58,0.48,0.18,0.4945,0.27,0.371,1.2495,8,F
0.59,0.47,0.135,0.539,0.279,0.28,1.1685,8,M
0.595,0.475,0.165,0.444,0.214,0.37,1.148,10,F
0.6,0.475,0.15,0.5195,0.223,0.292,1.089,11,M
0.61,0.47,0.155,0.497,0.2175,0.2785,1.0325,9,M
0.63,0.475,0.15,0.536,0.254,0.316,1.172,11,F
0.64,0.51,0.17,0.567,0.307,0.409,1.3715,10,M
0.65,0.545,0.185,0.6565,0.341,0.43,1.5055,10,F
0.71,0.55,0.2,0.882,0.44,0.5,1.9045,13,M
0.74,0.605,0.2,1.1455,0.575,0.5235,2.4925,13,M
0.25,0.18,0.065,0.0345,0.0185,0.0215,0.0805,4,I
0.28,0.21,0.065,0.0425,0.0285,0.03,0.111,6,I
0.325,0.24,0.075,0.065,0.0305,0.045,0.152,6,I
0.35,0.265,0.095,0.073,0.049,0.06,0.199,5,I
0.36,0.27,0.09,0.097,0.0405,0.065,0.219,6,I
0.365,0.27,0.105,0.0915,0.0475,0.063,0.2155,6,I
0.37,0.28,0.09,0.1255,0.0645,0.0645,0.2565,6,I
0.375,0.285,0.09,0.1045,0.062,0.075,0.257,7,I
0.38,0.275,0.095,0.0945,0.0655,0.075,0.2505,6,I
0.395,0.3,0.09,0.134,0.049,0.075,0.279,8,I
0.43,0.335,0.105,0.188,0.0785,0.09,0.378,6,I
0.44,0.35,0.125,0.21,0.0955,0.131,0.456,8,I
0.465,0.37,0.1,0.234,0.11,0.14,0.5055,7,I
0.465,0.355,0.115,0.1955,0.118,0.126,0.4705,7,F
0.48,0.37,0.13,0.349,0.1155,0.135,0.643,8,M
0.485,0.37,0.1,0.219,0.1075,0.13,0.513,7,I
0.49,0.4,0.115,0.256,0.1325,0.145,0.569,9,F
0.495,0.4,0.145,0.2545,0.1305,0.1645,0.578,8,I
0.5,0.385,0.11,0.3015,0.104,0.151,0.596,8,I
0.505,0.39,0.12,0.2555,0.1325,0.146,0.5725,8,F
0.52,0.39,0.12,0.2885,0.157,0.161,0.6435,7,M
0.52,0.395,0.125,0.4035,0.166,0.2,0.8115,7,M
0.525,0.44,0.125,0.3205,0.159,0.1915,0.7115,7,F
0.55,0.44,0.155,0.3645,0.195,0.25,0.9155,8,M
0.555,0.44,0.145,0.43,0.1975,0.2155,0.8815,8,F
0.555,0.42,0.11,0.4445,0.171,0.225,0.931,8,F
0.575,0.46,0.165,0.4985,0.2145,0.2815,1.065,8,F
0.6,0.475,0.155,0.502,0.2295,0.31,1.1385,9,M
0.61,0.48,0.16,0.598,0.238,0.315,1.234,12,F
0.61,0.495,0.175,0.53,0.315,0.3455,1.2635,10,F
0.61,0.47,0.16,0.4925,0.236,0.29,1.0745,8,F
0.615,0.505,0.19,0.6715,0.2925,0.365,1.403,8,M
0.62,0.485,0.165,0.5235,0.2505,0.2825,1.1325,9,M
0.625,0.495,0.16,0.4495,0.2825,0.345,1.1115,11,F
0.625,0.47,0.17,0.525,0.2415,0.405,1.255,10,F
0.625,0.485,0.17,0.5855,0.293,0.475,1.437,11,M
0.635,0.495,0.155,0.583,0.2985,0.295,1.3635,10,M
0.64,0.48,0.195,0.4915,0.2345,0.353,1.1435,9,F
0.64,0.5,0.17,0.642,0.3575,0.354,1.4545,9,M
0.66,0.525,0.18,0.5815,0.381,0.372,1.478,10,M
0.665,0.52,0.165,0.7295,0.407,0.4265,1.6885,11,F
0.715,0.585,0.23,0.8655,0.4095,0.565,2.0725,10,F
0.72,0.565,0.2,0.718,0.385,0.529,1.787,11,M
0.725,0.58,0.185,0.8045,0.3595,0.4375,1.523,9,F
0.165,0.12,0.05,0.0075,0.0045,0.014,0.021,3,I
0.21,0.15,0.055,0.02,0.0065,0.013,0.0455,4,I
0.355,0.265,0.085,0.122,0.0525,0.06,0.2435,6,I
0.4,0.315,0.085,0.116,0.0585,0.0765,0.2675,6,I
0.4,0.29,0.1,0.104,0.059,0.0815,0.258,7,I
0.4,0.3,0.11,0.1375,0.071,0.075,0.2985,6,I
0.435,0.335,0.11,0.2025,0.0945,0.1,0.411,7,I
0.44,0.33,0.11,0.197,0.079,0.09,0.38,7,I
0.45,0.34,0.105,0.21,0.0925,0.12,0.4385,8,I
0.465,0.345,0.105,0.242,0.0345,0.109,0.4015,6,I
0.47,0.355,0.145,0.156,0.102,0.123,0.4485,7,I
0.47,0.355,0.115,0.167,0.084,0.139,0.4155,7,I
0.475,0.42,0.16,0.35,0.1505,0.1845,0.7095,8,I
0.485,0.37,0.115,0.38,0.1335,0.128,0.637,7,I
0.505,0.475,0.16,0.509,0.239,0.3065,1.1155,8,F
0.51,0.405,0.13,0.3065,0.1155,0.1485,0.599,8,I
0.52,0.38,0.13,0.2375,0.122,0.1535,0.5345,8,I
0.53,0.42,0.14,0.2905,0.1165,0.183,0.627,8,F
0.535,0.42,0.16,0.348,0.1515,0.2185,0.7465,10,M
0.55,0.44,0.16,0.4645,0.201,0.27,0.985,8,M
0.555,0.44,0.145,0.4165,0.1685,0.23,0.85,8,M
0.555,0.44,0.15,0.4155,0.146,0.23,0.838,8,M
0.555,0.43,0.135,0.4055,0.163,0.2215,0.812,9,F
0.56,0.415,0.13,0.3695,0.17,0.1955,0.7615,8,M
0.575,0.44,0.145,0.3945,0.2195,0.225,0.87,8,M
0.585,0.45,0.145,0.4845,0.242,0.22,0.9835,9,F
0.59,0.46,0.145,0.38,0.24,0.255,0.929,10,M
0.595,0.47,0.165,0.491,0.1905,0.289,1.0155,9,F
0.6,0.41,0.145,0.4475,0.196,0.268,0.939,8,M
0.6,0.475,0.16,0.5045,0.2635,0.335,1.164,12,M
0.61,0.47,0.175,0.5315,0.2835,0.325,1.214,10,M
0.615,0.49,0.19,0.4695,0.257,0.348,1.1345,11,F
0.62,0.51,0.18,0.592,0.274,0.322,1.233,10,F
0.625,0.495,0.18,0.4715,0.254,0.3135,1.0815,10,M
0.625,0.47,0.175,0.605,0.258,0.271,1.179,9,M
0.64,0.5,0.165,0.554,0.239,0.32,1.1635,11,F
0.64,0.475,0.175,0.4865,0.341,0.288,1.1545,9,F
0.645,0.52,0.175,0.667,0.2665,0.355,1.3345,10,F
0.65,0.505,0.18,0.7115,0.3335,0.38,1.469,9,M
0.655,0.52,0.18,0.7185,0.36,0.355,1.492,11,M
0.655,0.54,0.175,0.7285,0.402,0.385,1.5585,11,F
0.66,0.5,0.175,0.556,0.2805,0.4085,1.3275,9,F
0.67,0.525,0.18,0.8005,0.3645,0.43,1.6615,10,M
0.69,0.525,0.19,0.6425,0.3905,0.42,1.492,12,F
0.7,0.575,0.2,0.7755,0.3965,0.461,1.7365,11,F
0.7,0.56,0.175,0.8605,0.3275,0.398,1.6605,11,F
0.71,0.57,0.195,0.8985,0.4435,0.4535,1.348,11,M
0.715,0.545,0.18,0.871,0.347,0.449,1.7405,10,M
0.72,0.545,0.185,0.7925,0.401,0.468,1.7185,11,F
0.215,0.15,0.055,0.015,0.009,0.0125,0.041,3,I
0.24,0.185,0.06,0.0295,0.0005,0.02,0.0655,4,I
0.26,0.205,0.07,0.0415,0.019,0.0305,0.097,4,I
0.32,0.24,0.085,0.0615,0.0265,0.038,0.131,6,I
0.33,0.23,0.085,0.079,0.026,0.0505,0.1695,6,I
0.335,0.26,0.085,0.097,0.03,0.054,0.192,6,I
0.35,0.26,0.09,0.072,0.0355,0.0575,0.1765,7,I
0.35,0.265,0.085,0.0775,0.034,0.056,0.1735,6,I
0.36,0.265,0.075,0.0785,0.035,0.054,0.1785,6,I
0.36,0.265,0.09,0.096,0.037,0.0585,0.2055,7,I
0.365,0.275,0.09,0.108,0.051,0.0625,0.2345,7,I
0.38,0.285,0.09,0.1005,0.039,0.0775,0.2305,7,I
0.4,0.31,0.115,0.1545,0.0595,0.087,0.314,6,I
0.4,0.315,0.09,0.151,0.068,0.08,0.33,6,I
0.4,0.265,0.1,0.1245,0.0605,0.08,0.2775,9,I
0.425,0.325,0.11,0.1695,0.092,0.1065,0.405,8,I
0.43,0.325,0.105,0.119,0.08,0.098,0.309,6,I
0.435,0.335,0.11,0.2075,0.0715,0.1315,0.4385,7,M
0.435,0.34,0.12,0.1775,0.081,0.125,0.396,8,I
0.445,0.355,0.095,0.1415,0.0785,0.12,0.3615,8,I
0.45,0.35,0.11,0.253,0.1045,0.14,0.514,8,I
0.455,0.435,0.11,0.195,0.09,0.1205,0.4265,8,I
0.46,0.34,0.09,0.1795,0.068,0.11,0.384,8,I
0.475,0.355,0.125,0.2155,0.1105,0.142,0.4865,9,I
0.475,0.36,0.135,0.196,0.0925,0.125,0.4355,8,I
0.475,0.35,0.115,0.2375,0.099,0.14,0.498,7,I
0.48,0.355,0.125,0.2385,0.0835,0.15,0.494,9,I
0.495,0.37,0.12,0.28,0.11,0.1375,0.594,7,F
0.5,0.365,0.125,0.229,0.103,0.1645,0.528,9,I
0.505,0.39,0.115,0.2575,0.119,0.1535,0.5585,8,M
0.515,0.4,0.135,0.3055,0.1215,0.1855,0.636,9,I
0.525,0.39,0.105,0.2875,0.1075,0.16,0.567,8,I
0.53,0.405,0.13,0.2945,0.1395,0.19,0.6615,9,I
0.53,0.42,0.13,0.296,0.1245,0.198,0.658,8,I
0.535,0.415,0.135,0.3165,0.169,0.2365,0.78,8,M
0.535,0.41,0.13,0.268,0.1225,0.1975,0.6075,9,I
0.54,0.41,0.135,0.31,0.177,0.2,0.7025,8,I
0.55,0.425,0.155,0.412,0.187,0.2425,0.8725,10,I
0.565,0.45,0.175,0.5305,0.2455,0.308,1.2365,10,F
0.57,0.47,0.155,0.6355,0.2315,0.277,1.186,10,M
0.57,0.42,0.13,0.3535,0.1505,0.2365,0.7745,9,I
0.57,0.42,0.16,0.4315,0.1915,0.223,0.8875,8,F
0.575,0.455,0.155,0.349,0.2095,0.285,0.8725,8,I
0.575,0.44,0.125,0.4555,0.1715,0.1965,0.8515,9,I
0.575,0.475,0.16,0.3605,0.221,0.271,0.895,9,F
0.575,0.45,0.155,0.3605,0.211,0.2575,0.886,9,M
0.58,0.46,0.14,0.4135,0.1845,0.27,0.9265,10,I
0.58,0.46,0.14,0.3915,0.165,0.238,0.8295,10,I
0.58,0.47,0.15,0.444,0.1855,0.2445,0.907,11,I
0.58,0.47,0.165,0.54,0.166,0.279,1.041,9,M
0.585,0.465,0.165,0.4035,0.2275,0.259,0.9355,9,F
0.585,0.46,0.165,0.486,0.25,0.294,1.058,9,F
0.595,0.465,0.145,0.3425,0.1795,0.2425,0.7955,10,F
0.6,0.47,0.17,0.4995,0.2245,0.3205,1.0805,9,F
0.6,0.47,0.15,0.4225,0.183,0.275,0.928,8,M
0.6,0.475,0.155,0.441,0.19,0.39,1.059,11,F
0.6,0.475,0.23,0.522,0.2235,0.36,1.157,11,M
0.6,0.475,0.17,0.4905,0.2475,0.31,1.088,10,F
0.6,0.485,0.145,0.3545,0.1585,0.239,0.776,9,F
0.62,0.48,0.165,0.4835,0.221,0.31,1.043,10,F
0.625,0.48,0.16,0.5795,0.2145,0.29,1.1415,9,M
0.625,0.475,0.16,0.605,0.2875,0.319,1.3335,10,F
0.625,0.5,0.175,0.564,0.302,0.374,1.273,9,F
0.625,0.49,0.165,0.517,0.2375,0.39,1.1835,11,M
0.625,0.485,0.16,0.631,0.2235,0.302,1.2135,9,M
0.63,0.465,0.15,0.4265,0.24,0.325,1.0315,11,I
0.635,0.495,0.17,0.657,0.3055,0.365,1.3695,10,M
0.65,0.515,0.185,0.75,0.1805,0.369,1.3745,12,M
0.65,0.515,0.18,0.658,0.3135,0.4115,1.463,11,M
0.65,0.52,0.195,0.689,0.3905,0.432,1.6275,11,F
0.65,0.475,0.165,0.58,0.3485,0.3095,1.3875,9,F
0.655,0.525,0.16,0.686,0.311,0.405,1.46,11,M
0.655,0.53,0.165,0.583,0.1255,0.4,1.2835,8,F
0.66,0.5,0.155,0.6485,0.288,0.335,1.3765,12,F
0.66,0.515,0.2,0.749,0.422,0.401,1.6465,11,M
0.675,0.515,0.145,0.6025,0.299,0.325,1.265,10,M
0.685,0.53,0.17,0.647,0.383,0.465,1.56,11,M
0.715,0.52,0.18,0.708,0.3525,0.445,1.6,12,M
0.735,0.555,0.22,1.2395,0.3645,0.6195,2.333,12,M
0.175,0.125,0.04,0.0095,0.008,0.009,0.028,4,I
0.37,0.285,0.095,0.1135,0.0515,0.0675,0.226,8,I
0.395,0.3,0.09,0.1385,0.0625,0.077,0.2855,5,I
0.42,0.325,0.11,0.1245,0.0755,0.1025,0.325,7,I
0.455,0.37,0.11,0.2385,0.1235,0.126,0.514,8,I
0.495,0.375,0.115,0.31,0.1145,0.1395,0.5755,8,I
0.51,0.375,0.11,0.2865,0.118,0.148,0.5805,7,F
0.515,0.39,0.14,0.341,0.1325,0.119,0.678,8,M
